cleaned_tweet,true_label,predicted_label,true_label_name,predicted_label_name
everyone from the united kingdom is a fucking retard every muslim from the united kingdom is a fucking retard every white person from the united kingdom is a fucking retard god hates the british isles it should be called kafiristan,1,0,offensive_language,hate_speech
macron says that africa problems are civilizational and blames women who have number or number kids great so then let bring number million of them to europe mr macron you are a genius,1,2,offensive_language,neither
dr suess made his own words to rhyme off of nigga was trash i hated them books as a kid,1,2,offensive_language,neither
lol yeah i think i remember you posting your pic number time odins douche tries to dish it out but can not take it he blocked me after i said he was a kike and his gf was a hooker he got triggered af,1,0,offensive_language,hate_speech
i don't blame crash for not sharing with you you'll probably talk trash about it like you do food trucks #geoffhatespuppies,2,1,neither,offensive_language
who else hated this bitch nigga,0,1,hate_speech,offensive_language
we are quite justified in being islamophobic we women should be fearful ie phobic of any cult that fanatically seeks to rape murder us we should also expect demand that our men are not phobic but may become islamocidal to protect their women children,0,2,hate_speech,neither
trash at it's finest ladies if you post a picture and don't get at least 15 niggas to favorite it then you t,1,2,offensive_language,neither
i have a feeling that the nazis would look at our left and be like hold up that brilliant i am writing that one down so we can use that demonize opponent in the media and normalize violence against them then gas the jews,1,0,offensive_language,hate_speech
but who directed the influx of muzzies i n the first place how are they able to defeat the mccarran walters act at the gate behind the curtain are the ones that seek plausible deniability and you just gave it to them cut off the head,1,0,offensive_language,hate_speech
user first impression on you negro nickname i have for you in my head negro how close we are in rating number how much i like you number one thing i dislike about you sometimes you are super annoying what you mean to me homie best feature feet,2,1,neither,offensive_language
i do da flow in a temple today fo nuttin and dat jew wit the funky hair tell me i subhuman he tell me i ain't no mo human den a monkey,0,2,hate_speech,neither
do i literally eat asshole for a living is that what i actually do faggot you seem a little confused,0,1,hate_speech,offensive_language
fuck you we have y'all faggots next,1,0,offensive_language,hate_speech
user san bernardino residents don t buy guns and give them to your jihadist neighbor to look cool,0,2,hate_speech,neither
oh sweet jesus i knew ugly bull dykes were the source of the gay who is up for salem witch trials number electric boogaloo fat ugly dykes number u,1,0,offensive_language,hate_speech
i look like a dyke in so many of my old facebook photos lmao shit crazy,2,1,neither,offensive_language
ok glad to see you are ok was thinking the muzzy got you lol happy,2,0,neither,hate_speech
user user why do jews constantly have this dead resentful stonefaced look about their faces,1,2,offensive_language,neither
i don't fuck with these hoes i don't fuck with niggas that's fuckin these hoes,0,1,hate_speech,offensive_language
i asked my non muslim friend to pick a hijab color that goes w my outfit amp she goes do they make clear heejabs so we can see ur hair i,1,2,offensive_language,neither
the reason god made women for easily manipulated is so everybody could get laid,1,2,offensive_language,neither
why did they add your name all ghetto like that looks like they used label maker lol,2,1,neither,offensive_language
that because you are a fucking retard along with twp now you get to be shunned you should have listened,1,0,offensive_language,hate_speech
red sox fans bitch the loudest about right field their hitters exempt from hitting them out too #yankees #yankeestadium,1,2,offensive_language,neither
blow a stack for yo niggas with yo trapping ass,2,1,neither,offensive_language
user it fucking retarded that pit breeds get singled out for this i have encountered a human aggressive pit dog aggressive yes i have met some aggressive other breeds though german shepards do not get this same treatment,2,0,neither,hate_speech
shrinking the bloated wasteful epa is a good start we need dept of education to vanish completely federal funding of marxist colleges and planned parenthood needs to stop hb1 visa program should end social programs for legal and illegal immigrants should end time to stop spending,1,2,offensive_language,neither
user user wow i did not know retarded people knew how to tweet good for you buddy,1,2,offensive_language,neither
no you're a nigger go pick my cotton,1,0,offensive_language,hate_speech
she knows what she is doing is wrong and that very many german are white hot displeased with the situation and know whom to blame for it those are the nails of a woman who waiting for the bullet to come,1,2,offensive_language,neither
i be waking up on some new shit like fuck that bitch shit,0,1,hate_speech,offensive_language
when my big unc come back im snitchin tired of this retarded ass boi,2,1,neither,offensive_language
assuming jeff already is a trillionaire if he was to be muslim he d pay number billion zakat,1,2,offensive_language,neither
they do but they have some lame ass idea that they can benifit from it as its replaced and they are just dumb enought to think this time they will get it right they are just as retarded as you but arguably better at murder just saying,1,0,offensive_language,hate_speech
i make shoe contact before i make eye contact,1,2,offensive_language,neither
#crack that whip cracker,1,0,offensive_language,hate_speech
what medic is a dilf a feral scientist a brick shithouse a magnificent bastard father of number doves what medic is not a nazi,2,0,neither,hate_speech
all the statues of dead white men and burning the books white nationalists will be removed from the internet the borders will be thrown open further to decrease the waiting for the end game of ghettoizing number of white americans as has been done in south africa,1,2,offensive_language,neither
calling someone nigga is acceptable but calling someone faggot it not the same,2,1,neither,offensive_language
true story nigger tryed to run me over in a car at a party missed and killed a girl hung himself in jail,0,1,hate_speech,offensive_language
everything ages islam is just late the way i see it they are just at that age remember how the church was number years ago the plague that fluorished because people thought the devil was using black cats to bewitch people into sickness,1,0,offensive_language,hate_speech
damn hoe you so ugly even hello kitty said goodbye,0,1,hate_speech,offensive_language
bioethics needs make clear once and for all if it is moral to engineer a virus that only kills asians yes,0,2,hate_speech,neither
user user melania trump is an illegal immigrant deport her and her family no one is above the law,1,2,offensive_language,neither
i like where ur domes at #smart,2,1,neither,offensive_language
sail foam as in yo mayne ah beez finna axe dat muhfuggin nigger whaa ahh kaynt git me mah new sail foam muhfugga sheeit,0,2,hate_speech,neither
it is not enough to deport our enemies at this point their insolence and disgusting behavior demands that we televise and provide music for the occasion a choir of white men and women triumphantly declaring our will with a symphony behind them no cover bands no trolling majestic righteous,1,0,offensive_language,hate_speech
aw the short dykes are getting noticed today thats cute,1,0,offensive_language,hate_speech
how would u know if i don't fuck with you exactly you don't wtf i got shut your retarded ass up,0,1,hate_speech,offensive_language
i go to take the trash out and a darkskin nigga stole my damn garbage,0,2,hate_speech,neither
not just exist but contribute and contribute to things they themselves enjoy that often it's a queer person behind those products,1,2,offensive_language,neither
last point if you keep them in ghettoes explain white flight surely there would be no need no,1,2,offensive_language,neither
i am a sand nigger and that shit made me fucking laugh,2,0,neither,hate_speech
it really is too bad that #california had faggot marriage forced upon her after her citizens declared it illegal,0,1,hate_speech,offensive_language
bruh we can finally roll like rednecks ' drug dealers,0,1,hate_speech,offensive_language
christmas eve bitch,2,1,neither,offensive_language
gang raped apparently and it was almost at the end of her world peace tour perfect timing one might say,1,2,offensive_language,neither
i do not understand gay pride pride is for achievements and homosexuality is not an achievement fortunately the gays i know agree with me and find gay pride parades to do more harm than good just another way for businesses to lie about caring so that they can profit speakfreely,1,2,offensive_language,neither
user user in number 8 kick a retard,1,2,offensive_language,neither
per capita whites are doing much better than the chinese besides i think you are over estimating how much soy the average chinaman actually eats,2,0,neither,hate_speech
brokenhearted and slightly retarded,2,1,neither,offensive_language
user i was afraid of that i have avoided malls for years there was a used to near me but all the stores went out of business it was leveled and made into an upscale outlet mall it was ok for first few weeks but white high school girl shoppers outlet prices proximity to ghetto folk disaster,1,2,offensive_language,neither
user queer jews unite,2,0,neither,hate_speech
yet the asians got it and although trump stopped it the sand people almost did,1,0,offensive_language,hate_speech
aight bitches who got a plug,2,1,neither,offensive_language
user so ppl do not go to church bc i said wearing blue jeans were ghetto not because your great aunt billie mae asked your dyke ass to wear a dress or to stop holding your boyfriend hand on the first pew bc of jeans akskksk i am tired,1,2,offensive_language,neither
well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho,0,2,hate_speech,neither
that bullshit you know nothing you are a fucking retard,0,1,hate_speech,offensive_language
fake tits a hoe can u guess what i was twitpic your halloween costumes,2,1,neither,offensive_language
he's am has no clue #heeb,1,2,offensive_language,neither
nothing more cringey then typing like you are talking ghetto lmfaoo,2,1,neither,offensive_language
beyonc has number albums in billboard number see when your the main bitch,2,1,neither,offensive_language
so ike just had to punch a nigga for harassing a young lady on ga ave and florida ave in nw dc #youoksis,1,2,offensive_language,neither
that white devil that killed the black man honestly the worst type of person,1,0,offensive_language,hate_speech
youre jealous like all leftist queers,1,0,offensive_language,hate_speech
at it root it is a muh dick and gibs me dat ideology no wonder it is so popular among blacks even though they have no idea how much the arabs hate them and still trade them into slavery,1,0,offensive_language,hate_speech
deans crying because she needs to pee peter keeps saying nigger,1,0,offensive_language,hate_speech
user what these people are are white men tired of seeing negro with they women tired of seeing illegals working hard on thier turf tired of seeing their white world slowly changing in short the klan what they do not realize sadly is that this ain t the number nor number,0,2,hate_speech,neither
none of us went to these prestigious establishments so we're clearly not as superior as these fucking retards,0,1,hate_speech,offensive_language
legal to call for the death of all white men illegal to joke about football players legal to kick white women in the head while yelling kill the white slag as long as youre muslim the turkish diversity officer was freed and charges dropped later on judge said it wasnt offensive,1,2,offensive_language,neither
extreme left sjw trannies are the ones perpetuating violence against what we call sane and rational people period,1,2,offensive_language,neither
the birds singing brings thoughts of hot flesh on this #spring morning #hot #sexual desire fills my head let me taste you feel you,1,2,offensive_language,neither
capitalism is gay,1,2,offensive_language,neither
idiotic allowing muslim savages to tell the host how and what to do is a recipe for disaster,0,2,hate_speech,neither
yu hoes just love to pump fake bout y'all lives on these social networks,2,1,neither,offensive_language
whatta you fags doin,1,0,offensive_language,hate_speech
i always love it when faggots whine to the admins here like this is twitter if i get banned it just shows that gab is a hypocritical scheme to rip off right wingers,1,0,offensive_language,hate_speech
these are the same british police who would arrest a man for threatening gypsies squatting in his own home after he returned from vacation who arrest women for spraying a rapist with pepper spray who allow camel jockeys to scream for jihad but arrest patriots who complain,1,0,offensive_language,hate_speech
he loves juggling it all around it he loves the fast life im sure hes already grinded on amcon hoes as well,1,2,offensive_language,neither
to be clear number of women are begging for it the other number are lesbians,1,2,offensive_language,neither
trump is big faggot,1,0,offensive_language,hate_speech
i for one welcome our new eastern panhandle overlords and hope they do a better job than the yokels who got us here in the first place,2,0,neither,hate_speech
dont favorite me you faggot,1,0,offensive_language,hate_speech
niggas drop outta high school get a job at mcdonalds talkin bout on my grind lmao okay grind me up a oreo mcflurr,1,2,offensive_language,neither
tfw you realize woman were made to wear skirts because it made it easier to rape them hashtag pants gang,1,2,offensive_language,neither
user your parents not arrest for what happened to you is how to rape the church room number jesus goes to jail to them given a bible maybe proverbs time confidence in an unfaithful man in time of trouble nkjv ever find out what stops another joyce raped yrs,2,0,neither,hate_speech
does not matter still free to use in fact jews have stolen first part from slavic languages where exclamation joj pronounced as yoy is used frequently to express suprise shock and sorrow mourning,1,2,offensive_language,neither
lmao i am no pump and dumper nor am i a kike but i definitely follow some kike stereotypes,2,0,neither,hate_speech
tranny faggot alphabet soup,1,0,offensive_language,hate_speech
omg i will just go to charlie bear to twerk team i fucks with them,1,2,offensive_language,neither
have you noticed all the ghetto people naming their kids after cars mercedes lexus repossessed,2,1,neither,offensive_language
you reading this tweet go drink some water now you god damn dehydrated slut,2,1,neither,offensive_language
fuuck jalens a slow bitch,0,1,hate_speech,offensive_language
haha the hollyweirdos can snuggle up with their mudslime heroes,0,1,hate_speech,offensive_language
a yid and a jock go for a meal in a very expensive restaurant when the bill comes the jock says i will pay next day headlines jewish ventriloquist found beaten to death,2,0,neither,hate_speech
maga something has to be done about that scumbag special prosecutor mueller who is currently succeeding in trying to hurt president trump every day metastasizing inside the white house like mccain brain tumor,1,2,offensive_language,neither
user i wow bitch,2,1,neither,offensive_language
niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes,1,2,offensive_language,neither
#nl q u e e n and reminded i still don't get why janelle monae is so perplexed that people think she's queer,1,2,offensive_language,neither
me me pick me who is a bigger twat james blunt or robin thicke,1,2,offensive_language,neither
i inhale white exhale nigger,1,0,offensive_language,hate_speech
i know u didnt hit that jigga with my fav purse no chill,2,1,neither,offensive_language
disgusting gtfohhhhh mom just bought me a pet nigger,1,0,offensive_language,hate_speech
smh hate that hoe,0,1,hate_speech,offensive_language
cnn denies staging the moslem anti isis hoax the same way that bill clinton denied having sexual relations with monica lewinsky,2,0,neither,hate_speech
wherein i rise to point out in this election liberal ideas are so good you must be forced to accept them with violence the threat of violence deception lies election rigging and parade of women not smart enough to sue a billionaire who allegedly groped them maga trump,1,2,offensive_language,neither
there is nothing negotiable nor debatable with having jews and degenerates anywhere near natsoc agreed,1,0,offensive_language,hate_speech
user wait a minute pissed like pee pee or something else i am retarded sorry,1,2,offensive_language,neither
free speech is not good certain opinions and speech should be illegal punishable by several years to life in prison and for especially heinous hate speech death penalty so shut the fuck up faggot,1,0,offensive_language,hate_speech
yes when a group of people seek to subjugate another group of people such as the muslim invasion of europe and what they do in raping killing and other forms of evil their lives are worth nothing the same is beginning to happen in north america,1,0,offensive_language,hate_speech
ur a faggot if you change your name to your bday just so you can get bday tweets this aint fb nigga fuck yo birthday,0,1,hate_speech,offensive_language
broke jews control the world woke russia is funding the alt right and jared taylor richard spencer and generation identity are foot soldiers for a global russian nazi movement boomerlivesdontmatter,1,0,offensive_language,hate_speech
britain investigates facebook ads meanwhile they laugh when little girls get raped by muslims,0,2,hate_speech,neither
islam belongs in pakistan bangladesh indonesia middle east gulf states north africa not with white people,0,2,hate_speech,neither
those ridiculous lifetime benefits are contracted you do not seriously think access to the lavish va system is because the gubment is magnanimous do you got to be illegal or a ghetto rat for magnanimous treatment,0,2,hate_speech,neither
been behind a fat sheboon at a atm in walmart to pull only money cause thats all i had sheboon pulls a wad out money number does the same with number other cards gives her sheboon niglet a money easy flame throwers should be legal dey hair did and nails,1,0,offensive_language,hate_speech
user north hindians amp islamists breed like rats not all,1,2,offensive_language,neither
user bad time for gay men who just want to stan older ladies that look like drag queens,1,2,offensive_language,neither
i dont know who is getting garrett dick wet but she is a lucky bitch,2,1,neither,offensive_language
niggas is fucking pussy whole dick riding bitches do not come around here with that faggot shit you peon,0,1,hate_speech,offensive_language
prairie nigger,1,0,offensive_language,hate_speech
wow u hoe is the term for women,0,1,hate_speech,offensive_language
well maryland is just a bunch of hateful rednecks anyway,0,1,hate_speech,offensive_language
i'm not even ghetto,2,1,neither,offensive_language
don't forget nappy headed butt ugly bitch who's married to a muslim,0,1,hate_speech,offensive_language
poc being featured in kids toys and books alongside white people why i have never seen a clearer picture of white people being left behind and forced into such terrible circumstances what will we ever do p,1,2,offensive_language,neither
that shit's for the birds,1,2,offensive_language,neither
the libtard setback for the moslem refugee ban just tells trump what needs to be corrected and who fucking things up for the american people when scalia replacement is named it back to the ban,1,0,offensive_language,hate_speech
do not get me wrong i like alt right podcasts and content creators but whites need lobby groups economic cooperatives and white focused orgs of all kinds to regain control of their own nations not just more content i just wish i knew where to begin helping create these,1,2,offensive_language,neither
she for the exact opposite of what she poses to be for she protects sex offenders harassers wage gap etc she no feminist icon she a manipulative lying user that has fooled countless women and she will do say absolutely anything it takes to get what she wants,1,2,offensive_language,neither
user yea both sides need to stop being retarded,2,1,neither,offensive_language
im not a nigglet,1,0,offensive_language,hate_speech
kissin small lips is trash lol trash,1,2,offensive_language,neither
nobody ever gives a fuck about you until you kill yourself,1,0,offensive_language,hate_speech
the nations know who we are but we rather be real niggers bad bitches,0,1,hate_speech,offensive_language
shut up you stupid bitch,0,1,hate_speech,offensive_language
no that can not be we all know that muslim knife attacks have nothing to fo with religion,1,2,offensive_language,neither
bro before hoe,2,1,neither,offensive_language
ds does not remove posts like weevs because weevs post is not illegal it removes jidf faggots telling people to kill cops n shit,1,0,offensive_language,hate_speech
fuck your store bitch,0,1,hate_speech,offensive_language
i was talkin to deepak he a curry nignog streetpooper i do not even remember where the conversation with it started lol,0,2,hate_speech,neither
number spews hate against normal heterosexual men number expects normal heterosexual men to white knight for her whenever she needs it,2,0,neither,hate_speech
this nigga magic johnson got a grade a faggot for a son he had to have done some terrible shit growin up lol,1,0,offensive_language,hate_speech
y all got all the hoes,2,1,neither,offensive_language
potus looks so good by comparison what is stormy daniels drama about he may or may not have had consensual relations many years ago then paid to keep it quiet never any allegations about violence and abuse,1,2,offensive_language,neither
you want a bitch i will show you a bitch,2,1,neither,offensive_language
niggas bitches cheat cause mf's always think they gettin played,0,1,hate_speech,offensive_language
heard that homo user little number number number inch wiener gets rock hard everytime he hears an alt righter say nigger wetback or faggot classic sadistic degenerate you know why he here fam,1,0,offensive_language,hate_speech
lol tell ur based mulatto grandson i said hi faggot,0,1,hate_speech,offensive_language
is not it the jews who make films glorifying the mass murderer nelson mandela,1,0,offensive_language,hate_speech
buddy you can be around niggers and kikes without fucking them it pretty easy actually most people manage it every day,1,0,offensive_language,hate_speech
ware da colored elite meet to eat,1,2,offensive_language,neither
islam has faith schools which teach children that western society is corrupt and they should not integrate with the natives they also teach women are inferior to men and western women are below contempt that the men have a god given right to rape and abuse women,1,0,offensive_language,hate_speech
anybody that gets traded straight up for brandon knight is trash,1,2,offensive_language,neither
so muslim is back killing people with truck again islam the religion of peace etc,1,2,offensive_language,neither
user user she could not be president of the rag head club,1,2,offensive_language,neither
so i can not do research on a topic kiddo is that what you are saying are you saying the internet does not exist scientific journals do not exist you are a retard on the level of trig palin timmy kill yourself,0,2,hate_speech,neither
purple commie zhid from russia has arthritis and mental disability so to kick someone he needs lots of calcium and zoloft,1,2,offensive_language,neither
that twat barry hearne it would seem to be all about there was no option for teams to share the venue,1,2,offensive_language,neither
women who are feminist are the ugly bitches who cant find a man for themselves,0,1,hate_speech,offensive_language
user dis nigga called us coons and niggers with a er am i missing something lmao,2,0,neither,hate_speech
user what do you say to the tens of thousands of american families who are killed assaulted and raped by illegal aliens and anchor babies,1,2,offensive_language,neither
user user you might get raped by a malicious horn fuck before being killed and thrown into the desert,0,2,hate_speech,neither
postmodernist marxists believe whites are dominant by evil means must be brought down so whole world can flourish alt right believe that jews are conspiring to destroy white race that immigrants are being brought in to replace whites these positions are not exactly rational but are related,1,0,offensive_language,hate_speech
kanye just be minding his own business an you all niggers go out of you all way to slander an hate,2,0,neither,hate_speech
i better correct myself here number muslim invented science the universe mohamhomopedo he invented the flat earth said it was stretched out flat like a giant carpet he invented the anti earth quake machine mountains were placed there staked down with giant stakes by allhaha so the earth wont shake,1,0,offensive_language,hate_speech
i think the guy is a bit too optimistic shame though that whites can not be refugees only low life goatfuckers can claim asylum for no reason,0,2,hate_speech,neither
fucking white people bitch wut,0,1,hate_speech,offensive_language
the boomer toughguy became my object of general loathing after observing one on a train casually interacting with a sulking sheboon and going out of his way to call her ma am one obsequious instance after another,0,2,hate_speech,neither
bouta put my professor on queer eye cuz this bitch can not dress,1,2,offensive_language,neither
think it's okay to take my property and break it fuck you bitch,0,1,hate_speech,offensive_language
specific threats of violence should never be permitted kill the honky is allowed as it is interpreted as political speech kill that honky at number main street is a specific threat and should be banned,2,0,neither,hate_speech
interesting stuff i will not lie with all the current talk of some blacks wanting to re segregate it hard to argue against most people think a militia enforced instant segregation when they hear the term white nationalism and that enforcement with violence is what scares them,2,0,neither,hate_speech
these niggas cars be 800 and they have the nerve to put some 2500 rims and some speakers in the bitch,1,2,offensive_language,neither
so if her legs dont rub together that means her pwoosy is trash i just heard this,1,2,offensive_language,neither
at the expense of repeating myseld whaddya expect from a free speech sm platform run by a kike and a street shitter free speech,1,0,offensive_language,hate_speech
whoever posts the fucking spoilers for endgame is catching these fucking hands,2,1,neither,offensive_language
your retarded threat is ambiguous and reflects a posturing loser with all bark and no teeth if you were scary you would not need to spew words you would just be pretending your fake phone call harassment was effective bodes ill fakersgonnafake,1,0,offensive_language,hate_speech
well i want to be victoria's secret dyke angel,1,2,offensive_language,neither
what if the jews who convert to christianity kill jesus when he returns isnt that a concern for christians jews love killing jesus,1,0,offensive_language,hate_speech
user ah the redneck revolt kids aka communists,1,2,offensive_language,neither
why do you type like a faggot,1,0,offensive_language,hate_speech
the labour party has number mps in prison for paedophilia number mps and councillors on the sex registry number million white kids raped by paki muslims all labour voters covered up by labour councils mps and a pm,0,2,hate_speech,neither
them jigaboos aka homewreckers needs to get blocked,0,2,hate_speech,neither
more offensive words pocontas thug goatfucker rocketman illegal merry christmas crackitute pizzagate,0,2,hate_speech,neither
i wanna be ghetto and buy some rims,1,2,offensive_language,neither
who washing the hoe out their hair this morning,1,2,offensive_language,neither
we all know its mysterious why are those yid q not expose the names who doing it they should know the all are not the delivering news is not he or she anonymous or its anonymous from us so we do not know that q is shlomo,0,2,hate_speech,neither
it truly is amazing how you reject a girl once and she starts accusing you of being a homosex moslem in bitter spite like this sad,0,2,hate_speech,neither
kenyun paki at number,2,0,neither,hate_speech
look at u now u pregnant stupid bitch lol,0,1,hate_speech,offensive_language
so yes i do see the political landscape stormfags who spout jew shit are just as damaging to the solution as fucking sjw faggots are,1,0,offensive_language,hate_speech
i respect equality so much i beat women so they can have the same punishment men get,0,1,hate_speech,offensive_language
user according to police the suspect sean bell was also in violation of driving with six suspensions yep just another day on white trash collapsing long island,0,2,hate_speech,neither
nah you're a nigger,1,0,offensive_language,hate_speech
when a cucked trump faggot thinks you are a libertarian,1,0,offensive_language,hate_speech
wow this guy is seriously retarded he considers racist socialism to be hate speech when practiced by black people but it ok if it done by white people this is so dumb i am tempted to say this thing is subhuman and witnout any valid claims to rights,1,2,offensive_language,neither
dumb ugly stupid bullshit ass bitch,0,1,hate_speech,offensive_language
get the honky cat,1,2,offensive_language,neither
the truth is if mexican immigrants were going to vote republican the democrats would have already built a wall visible from space stefan molyneux,2,1,neither,offensive_language
being sexually attracted to white guys is a fucking disease,0,2,hate_speech,neither
yoo i am watching user stream and my mom walks in and says who are u talking to he sounds like a faggot lmao everyone he a dolfin imagine,1,2,offensive_language,neither
transgenderism is a fantastic away to remove queers from the gene pool,0,2,hate_speech,neither
how does bill clinton leave the white house with number million dollars in debt when they did not have any money when they went in i guess since they are democrats it ok that he raped not only user but america too,1,2,offensive_language,neither
california has gangs because california is trash,2,0,neither,hate_speech
hey if the left want refugees so bad over here bring on the swedish blondes lol,2,1,neither,offensive_language
but boom you are welcome feminists are pro women in the draft you might want to check with the anti feminists who want to keep women in the home domain pretty sure they are more any women in military than feminists are think about it,0,2,hate_speech,neither
fight me 1 on 1 ur choice of game faggot see what happens,0,1,hate_speech,offensive_language
and for the record i think dan snyder is a cunt the hypocrisy of the nfl is just embarrassing at this point,1,2,offensive_language,neither
yeah i am neither jewish nor a homosexual but they love to call me a kike faggot i mute freely happy,2,0,neither,hate_speech
if famous black millionaire athletes can not love this country that pretty decisive proof that blacks will never peaceably coexist w whites,1,0,offensive_language,hate_speech
when interviewed in calais en route to the uk they already have this in their minds so they fully expect to get free good housing free money if your a muslim its considered the same as the non muslim tax the jizya and we actually are paying it,1,2,offensive_language,neither
this is what happens when niggas gas up ugly bitches,1,0,offensive_language,hate_speech
i thought you'd get the hint that we know you're a fake cunt and delete your fake account,1,0,offensive_language,hate_speech
imagine the chinese considering how to deal with ghettofabulous nigger dumpster america circa number run by president beyonce with number nuclear weapons,1,0,offensive_language,hate_speech
this white boy reached 999 in flappy bird im so done with life,1,2,offensive_language,neither
but if white trash originated in african american slang it was middle class and elite whites who found the term most compelling and useful and ultimately this is the crowd that made it part of popular american speech https thesocietypages org specials white trash,2,0,neither,hate_speech
welp gave the negro too much credit because he currently ruining my bath by coming in here taking a shit,2,0,neither,hate_speech
i am no longer willing to claim i'm just like you just queer as my rallying cry,1,2,offensive_language,neither
if they gave those chickens to africa we would not need to bring all those refugees here,0,2,hate_speech,neither
oh but i am and my grades say other wise so u can stfu and get off my twitter or u can box simple ass that pussy boy,0,1,hate_speech,offensive_language
cannot turn a hoe into a house wife if yall just fucking so be it do not try to change her ways you can not she content,2,1,neither,offensive_language
user user is there any point in replying to this retard i guess not live in your bliss,1,2,offensive_language,neither
it an incident you hear that incident if it was a white guy it would be terrorism you know we should figure out what the arabs are doing,1,2,offensive_language,neither
mcpain traitor in number mussie loving mcpain traveled to syria to meet with moderate rebels rebels sent by ohell ohellary from libya rem benghazi to attack syria president assad this traitor was actually meeting with isis and arranged to get them more funding arms treason,0,2,hate_speech,neither
hm changing the minds of whites how about a white only informal labor exchange to bind the economic social and political interests of whites otherwise you offer nothing the jew system already offers them,1,0,offensive_language,hate_speech
i am an ashkenazi jew,2,0,neither,hate_speech
for all the muslim goatfuckers,1,0,offensive_language,hate_speech
this guy is an apostate he is no more a muslim than jesus christ,2,1,neither,offensive_language
there are no black south africans they are just invaders south africa belongs to the dutch settlers,1,0,offensive_language,hate_speech
finstas are gay,1,2,offensive_language,neither
if you can keep your daughter a virgin until number there is a number chance she will not have a illegitimate baby by some ghetto thug on welfare warn your daughters color does matter and so does culture and religion,1,0,offensive_language,hate_speech
i found your arm in that trash receptacle and your leg in the mud down by that stream you should consider keeping better track of your limbs,2,0,neither,hate_speech
an end to the ordination of women and faggots whose only aim is to weaken and split our communion,1,0,offensive_language,hate_speech
ill honk as i drive through your ghetto cant stop i have white business to attend to,0,2,hate_speech,neither
what funny is that white women marry white men at higher rates than any other race or ethnic group marry their own,2,0,neither,hate_speech
problematic obsessed ugly ghetto old frog face how dare you user,1,2,offensive_language,neither
and we are now on the precipice of another fucking retarded war that even more insane and again based on questionably flimsy of evidence,1,0,offensive_language,hate_speech
me and da gonna do a reboot of da jeffersons only dis time he gonna be weezy and we married pre op trannies,1,0,offensive_language,hate_speech
fuck her pussy fuck her mouth fuck her ass cause she nasty,0,1,hate_speech,offensive_language
i predict more sexual harassment allegations both false and true it will become increasing difficult to discern validity but will show weaponization only when men start accusing women will it finally apex and yes deep in my past i have been sexually assaulted by a non related female metoo,1,2,offensive_language,neither
word and it don't make u a hoe it's okay to have sex on first date long as the feeling is mutual,2,1,neither,offensive_language
horny ass niggas really scare me like why are you trying to fuck so many women,2,1,neither,offensive_language
nothing like waiting till the last game of the season to peddle it shit website #heeb,1,2,offensive_language,neither
your tits may be better looking but her face makes you like a asian or latina tranny #facts,0,1,hate_speech,offensive_language
greeks will become a shrinking minority within their own country those who refuse to convert to islam will be despised and abused those who do convert will stop being greek greece will be lost,2,0,neither,hate_speech
charlie horses suck ass #ouch,1,2,offensive_language,neither
in portland we have had alotta businesses have to put up walls where doors once were to combat chronic shoplifting which increased as the liberals spread their foodstamp ghetto culture here in the hopes of making everything all better,1,2,offensive_language,neither
that horrific but this is real too many muslim sympathizers in america potus can use the mccarran walters act which forbids immigrants who do not adhere to the constitution are unable to assimilate and pose a threat to the united states,0,2,hate_speech,neither
ladies you got money to make yo dream nigga smart money handsome money rich money me money,2,1,neither,offensive_language
fuck the number immigrants the government lost i only care about number immigrant the government lost where is she,1,2,offensive_language,neither
just let me play cube world you fucking faggot,1,0,offensive_language,hate_speech
user now condemn the muslims who actually did the killing,1,2,offensive_language,neither
i know righttt i hate fat loud bitches,0,1,hate_speech,offensive_language
the kikes want to charge you dollaz for the complete version,2,0,neither,hate_speech
fuck you say bitch i will kill you,0,1,hate_speech,offensive_language
they are calling nick fuentes not part of the movement as if the movement is some sort of cult and saying he an immature attention seeker i have number problem with women who are mothers speaking out for our people just these single ladies should not do beta farming,1,0,offensive_language,hate_speech
research finds more than half of london lgbtq pubs clubs and music venues have closed since number i can not say i am surprised with the rise of islam in the capital and so many queers dying of aids,1,2,offensive_language,neither
or lack of smh u niggers ur music knowledge,1,0,offensive_language,hate_speech
oreos first you twist it then you aw crap it broke,1,2,offensive_language,neither
protesters bcome rioters min violence starts all should be arrested prosecuted of course these fucking cops are not going number do shit as usual per orders i understand states make own laws but police should be under federal control so politicians can not stymie number agenda,2,0,neither,hate_speech
user white man are the true illegal immigrants,1,2,offensive_language,neither
republicans post trump will deserve to be treated like nazi party members post ww2 it will be vital that we do this but we wont because we are a deeply stupid country your shitty jet ski salesman dad will just sit there collecting checks and hating faggots and brown people,1,0,offensive_language,hate_speech
user these hoes ain t shit bro u cute as hell,2,1,neither,offensive_language
you other niggas a call up a bitch to fight a bitch naw not me i'm whomp that trick so she can feel where i'm coming from,0,1,hate_speech,offensive_language
one of my old hoes hit my phone and he really think he slick sir it been months im tryna link tho,2,1,neither,offensive_language
lame niggas trash,1,2,offensive_language,neither
princess diana illegitimate son and a negress,1,0,offensive_language,hate_speech
the muslim handler for killary obozo had valerie jarrett,2,0,neither,hate_speech
aint nobody wearing those new westbrook jordan's but mexicans trailer park trash white girls,0,2,hate_speech,neither
